item_id,item_kind,label,paper_id,year,section,evidence,paraphrase
DTO013.limitation.rbm_n4_training,limitation,RBM tomography becomes difficult beyond small systems,NQSC013,2018,numerical experiments,[redacted_for_public_release],The paper reports a practical RBM scaling difficulty that motivates the RNN switch.
DTO014.paper,paper,QuCumber: wavefunction reconstruction with neural networks,NQSC014,2018,title,[redacted_for_public_release],Paper node for the QuCumber RBM reconstruction package.
DTO014.method.qucumber_rbm_projective,method,QuCumber reconstructs wavefunctions with RBMs trained on projective measurements,NQSC014,2018,abstract,[redacted_for_public_release],QuCumber is presented as an RBM-based open-source reconstruction package.
DTO014.benchmark.tfim_critical_10,benchmark,Ten-spin transverse-field Ising model at criticality,NQSC014,2018,setup,[redacted_for_public_release],The paper uses a 10-spin TFIM critical-point reconstruction task.
DTO014.limitation.phase_rotations,limitation,Reference-basis measurements miss phases unless rotations are added,NQSC014,2018,complex wavefunctions,[redacted_for_public_release],Complex wavefunctions require additional rotated-basis data to learn phases.
DTO015.paper,paper,Neural-Network Approach to Dissipative Quantum Many-Body Dynamics,NQSC015,2019,title,[redacted_for_public_release],Paper node for Hartmann and Carleo neural density-matrix dynamics.
DTO015.method.rbm_density_matrix,method,Complex RBM density matrix is Hermitian and positive semidefinite,NQSC015,2019,method,[redacted_for_public_release],The paper uses a neural density-matrix parametrization with built-in physical structure.
DTO015.regime.k_local_efficiency,regime,Local Liouvillian evaluation remains efficient for k-local Hamiltonians,NQSC015,2019,supplement,[redacted_for_public_release],The supplement identifies k-local structure as an efficiency regime.
DTO015.limitation.strong_interactions,limitation,Stronger interactions require more parameters and samples,NQSC015,2019,results,[redacted_for_public_release],The paper reports increased resource demands in stronger-interaction regimes.
DTO019.paper,paper,Experimental neural network enhanced quantum tomography,NQSC019,2019,title,[redacted_for_public_release],Paper node for experimental neural-network-enhanced tomography.
DTO019.method.dnn_filter,method,Supervised DNN maps corrupted probabilities to ideal probabilities,NQSC019,2019,method,[redacted_for_public_release],The proposed network filters apparatus-specific SPAM corruption in measured probabilities.
DTO019.benchmark.six_dim_hg,benchmark,Six-dimensional Hermite-Gaussian photon modes with imperfect projective measurements,NQSC019,2019,experiment,[redacted_for_public_release],The experiment uses six-dimensional spatial photon modes and imperfect measurement apparatus.
DTO019.limitation.poor_projective_measurements,limitation,Poor projective measurements are a central experimental error source,NQSC019,2019,supplement,[redacted_for_public_release],The paper identifies imperfect projective measurements as a practical experimental limitation.
DTO031.paper,paper,Real time evolution with neural-network quantum states,NQSC031,2019,title,[redacted_for_public_release],Paper node for implicit-midpoint NNQS real-time evolution.
DTO031.benchmark.tf_ising_1d2d,benchmark,One-dimensional and two-dimensional transverse-field Ising dynamics benchmarks,NQSC031,2019,benchmarks,[redacted_for_public_release],The paper tests the method on 1D and 2D Ising time-evolution examples.
DTO031.limitation.critical_quenches,limitation,Critical quenches are the hardest tested dynamics regime,NQSC031,2019,2D benchmark,[redacted_for_public_release],The 2D benchmark identifies critical quenches as the most difficult regime.
DTO040.paper,paper,Quantum State Tomography with Conditional Generative Adversarial Networks,NQSC040,2020,title,[redacted_for_public_release],Paper node for QST-CGAN.
DTO040.method.cgan_density_layers,method,Conditional GAN outputs physical density matrices through custom layers,NQSC040,2020,abstract,[redacted_for_public_release],The generator architecture enforces physical density-matrix output.
DTO040.benchmark.optical_states_imle,benchmark,Optical-state tomography compared against iterative MLE,NQSC040,2020,benchmark,[redacted_for_public_release],The paper benchmarks CGAN tomography against iterative maximum-likelihood estimation.
DTO040.result.experiment_spam,result_claim,QST-CGAN reconstructs noisy Wigner-negative states despite SPAM,NQSC040,2020,experiment,[redacted_for_public_release],The experimental result shows reconstruction with substantially reduced data under SPAM noise.
DTO040.future.denoising_adaptive,future_work,Extend CGAN tomography toward denoising and adaptive tomography,NQSC040,2020,conclusion,[redacted_for_public_release],The conclusion proposes denoising and adaptive tomography extensions.
DTO041.paper,paper,Solving the Liouvillian Gap with Artificial Neural Networks,NQSC041,2020,title,[redacted_for_public_release],Paper node for RBM Liouvillian-gap estimation.
DTO041.method.spin_bibase_rbm,method,Map density/eigenmatrix problems to a spin bi-base and represent them with RBMs,NQSC041,2020,method,[redacted_for_public_release],The method combines a spin bi-base mapping with RBM representation.
DTO041.benchmark.dissipative_heisenberg,benchmark,One-dimensional and two-dimensional dissipative Heisenberg benchmarks,NQSC041,2020,abstract,[redacted_for_public_release],The paper benchmarks XYZ/XXZ dissipative spin models in one and two dimensions.
DTO041.limitation.xyz_slow,limitation,XYZ convergence is slower because of non-orthogonal decay modes,NQSC041,2020,supplement,[redacted_for_public_release],The supplement identifies a convergence bottleneck and resource remedy.
DTO099.paper,paper,Highly resolved spectral functions of two-dimensional systems with neural quantum states,NQSC099,2023,title,[redacted_for_public_release],Paper node for specNQS dynamical spectral functions.
DTO099.benchmark.qim_rydberg,benchmark,Quantum Ising and Rydberg-array dynamical structure factors,NQSC099,2023,contribution,[redacted_for_public_release],The benchmarks include QIM dynamics and Rydberg-array spectra.
DTO099.limitation.first_order_long_time,limitation,First-order transitions need exponentially long simulation time,NQSC099,2023,results,[redacted_for_public_release],The paper identifies a time-scale limitation near first-order dynamics.
DTO063.paper,paper,Pruning a restricted Boltzmann machine for quantum state reconstruction,NQSC063,2021,title,[redacted_for_public_release],Paper node for RBM tomography pruning.
DTO063.benchmark.tfim_pm_qcp,benchmark,TFIM paramagnetic and quantum-critical reconstruction regimes,NQSC063,2021,results,[redacted_for_public_release],The paper compares pruning behavior in paramagnetic and critical TFIM regimes.
DTO063.limitation.observable_degradation,limitation,Pruning can alter magnetization and correlations even when energy is stable,NQSC063,2021,order parameter,[redacted_for_public_release],The paper finds that physical observables can degrade differently under pruning.
DTO063.design_principle.monitor_observables,design_principle,Monitor multiple observables when compressing tomography models,NQSC063,2021,discussion,[redacted_for_public_release],The paper recommends tracking several observables because energy can hide degradation.
DTO077.paper,paper,Neural-network quantum state tomography,NQSC077,2022,title,[redacted_for_public_release],Paper node for feed-forward neural-network QST.
DTO077.benchmark.random_states_dim,benchmark,Random states in dimensions 3 5 7 and 9 with square-root measurements,NQSC077,2022,results,[redacted_for_public_release],The benchmarks test several finite-dimensional random-state reconstruction problems.
DTO077.limitation.li_bloch_nonphysical,limitation,Bloch and linear-inversion outputs do not guarantee positivity,NQSC077,2022,NN method,[redacted_for_public_release],The paper notes that some parametrizations can still fail physicality constraints.
DTO103.paper,paper,Neural-Shadow Quantum State Tomography,NQSC103,2023,title,[redacted_for_public_release],Paper node for NSQST.
DTO103.benchmark.qcd_afh_ghz,benchmark,QCD AFH and GHZ tomography examples,NQSC103,2023,noiseless examples,[redacted_for_public_release],The paper evaluates NSQST on several representative many-body states.
DTO103.limitation.postprocessing_noise_bias,limitation,Shadow training can require exponential postprocessing and noisy losses can be biased,NQSC103,2023,NSQST/noise,[redacted_for_public_release],The paper notes postprocessing and noise-bias limitations.
DTO110.paper,paper,Empirical Sample Complexity of Neural Network Mixed State Reconstruction,NQSC110,2023,title,[redacted_for_public_release],Paper node for mixed-state NQS reconstruction sample complexity.
DTO110.benchmark.finite_temp_tfim_lih,benchmark,Finite-temperature TFIM and depolarized LiH benchmarks,NQSC110,2023,simulations,[redacted_for_public_release],The benchmark suite includes thermal spin and noisy molecular states.
DTO110.evaluation.energy_infidelity_scaling,evaluation,Evaluate mixed-state reconstruction with energy and infidelity scaling exponents,NQSC110,2023,scaling,[redacted_for_public_release],The paper evaluates sample scaling through energy and infidelity-related reconstruction behavior across mixedness.
DTO110.limitation.nonconvex_optimization,limitation,Neural mixed-state reconstruction inherits nonconvex optimization difficulties,NQSC110,2023,introduction,[redacted_for_public_release],The introduction notes that compact NQS encodings bring optimization risks.
