link_id,from_item_id,to_item_id,paper_id,year,evidence_location,evidence
L0162,HPM117.paper,OPW085.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:313,[redacted_for_public_release]
L0163,NQSC120.paper,FWP004.paper,NQSC120,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:230,[redacted_for_public_release]
L0164,NQSC120.paper,HPM011.paper,NQSC120,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:170,[redacted_for_public_release]
L0165,NQSC120.paper,FWP021.paper,NQSC120,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:255,[redacted_for_public_release]
L0166,NQSC120.paper,HPM026.paper,NQSC120,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:149,[redacted_for_public_release]
L0167,NQSC120.paper,HPM059.paper,NQSC120,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:217,[redacted_for_public_release]
L0168,NQSC120.paper,CSS080.paper,NQSC120,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:138,[redacted_for_public_release]
L0169,FWP122.paper,FWP004.paper,NQSC122,2023,extraction_waves/frustrated_spin_pilot_wave_v0/text/2311.16889/main.bbl:646,[redacted_for_public_release]
L0170,FWP122.paper,FWP021.paper,NQSC122,2023,extraction_waves/frustrated_spin_pilot_wave_v0/text/2311.16889/main.bbl:658,[redacted_for_public_release]
L0171,FWP122.paper,APW034.paper,NQSC122,2023,extraction_waves/frustrated_spin_pilot_wave_v0/text/2311.16889/main.bbl:537,[redacted_for_public_release]
L0172,FWP122.paper,HPM083.paper,NQSC122,2023,extraction_waves/frustrated_spin_pilot_wave_v0/text/2311.16889/main.bbl:575,[redacted_for_public_release]
