node_id,graph_layer,node_type,canonical_label,source_paper_id,source_year,visible_year,source_section,evidence_location,evidence_quote,paraphrase,confidence,is_inferred,needs_human_check,notes
APW060.method.unique_configuration_sampling,evidence,method,Sampling cost scales with unique configuration strings,NQSC060,2021,2021,efficient sampling,main.tex:362-369,[redacted_for_public_release],The sampling method avoids redundant repeated configurations in large batches.,high,false,false,""
APW060.method.physical_priors_constraints,evidence,method,Physical priors are hard-coded into the autoregressive ansatz,NQSC060,2021,2021,physical constraints,main.tex:389-394,[redacted_for_public_release],The architecture enforces electron-number and symmetry constraints before training.,high,false,false,""
APW060.benchmark.molecules_30_spin_orbitals,evidence,benchmark,Molecules up to 30 spin-orbitals,NQSC060,2021,2021,abstract,main.tex:138,[redacted_for_public_release],The paper evaluates second-quantized NAQS on molecular systems up to 30 spin-orbitals.,high,false,false,""
APW060.result.naqs_fci_strong_correlation,evidence,result_claim,NAQS approaches or matches FCI and can beat coupled cluster in strong-correlation regimes,NQSC060,2021,2021,results,main.tex:801-805,[redacted_for_public_release],The paper reports strong molecular ground-state performance including hard correlation regimes.,high,false,false,""
APW060.result.outperforms_prior_second_quantized,evidence,result_claim,NAQS scales beyond previous second-quantized NNQS chemistry results,NQSC060,2021,2021,results,main.tex:820-821,[redacted_for_public_release],The paper reports improved scale and performance over prior RBM chemistry NNQS.,high,false,false,""
APW060.limitation.local_energy_barrier,evidence,limitation,Local-energy evaluation becomes the remaining scaling barrier,NQSC060,2021,2021,discussion,main.tex:868-870,[redacted_for_public_release],The paper states that VMC local-energy cost limits further scaling once sampling improves.,high,false,false,""
APW060.future.hybrid_subspace,evidence,future_work,Use network-isolated determinant subspaces for hybrid numerical methods,NQSC060,2021,2021,results,main.tex:826-828,[redacted_for_public_release],The paper suggests diagonalizing the subspace found by the autoregressive network.,high,false,false,""
APW084.paper,evidence,paper,Transformer Quantum State: A Multi-Purpose Model for Quantum Many-Body Problems,NQSC084,2022,2022,title,metadata:title,[redacted_for_public_release],Paper node for Zhang and Di Ventra TQS study.,high,false,false,""
APW084.problem.task_specific_nqs,evidence,problem,Physics neural-network models are usually task-specific,NQSC084,2022,2022,introduction,main-11.tex:74-76,[redacted_for_public_release],The paper frames previous physics NN models as serving single tasks.,high,false,false,""
APW084.problem.transformer_potential_unexplored,evidence,problem,Transformer potential in quantum physics remains underexplored,NQSC084,2022,2022,introduction,main-11.tex:74,[redacted_for_public_release],The paper identifies task-agnostic transformer use as underdeveloped in quantum physics.,high,false,false,""
APW084.method.tqs_family_of_states,evidence,method,Transformer quantum state represents a family of quantum states,NQSC084,2022,2022,introduction,main-11.tex:89-91,[redacted_for_public_release],The method models wavefunctions jointly with physical parameters in one network.,high,false,false,""
APW084.method.autoregressive_transformer_distribution,evidence,method,Autoregressive transformer models joint distribution over configurations and parameters,NQSC084,2022,2022,tqs method,main-11.tex:100-107,[redacted_for_public_release],The TQS uses a transformer with autoregressive conditional probabilities.,high,false,false,""
APW084.benchmark.tfi_family,evidence,benchmark,Family of one-dimensional transverse-field Ising Hamiltonians,NQSC084,2022,2022,results,main-11.tex:153-164,[redacted_for_public_release],The main benchmark is a family of TFI Hamiltonians over field and system size.,high,false,false,""
APW084.result.phase_diagram_parameter_transfer,evidence,result_claim,TQS generates phase diagrams predicts parameters and transfers to unseen systems,NQSC084,2022,2022,abstract,main-11.tex:57,[redacted_for_public_release],The paper reports multipurpose abilities in one model.,high,false,false,""
APW084.result.finetune_improves_generalization,evidence,result_claim,Fine-tuning improves pretrained TQS accuracy on unseen Hamiltonians,NQSC084,2022,2022,results,main-11.tex:193-197,[redacted_for_public_release],The paper reports zero-shot generalization with additional fine-tuning gains.,high,false,false,""
APW084.limitation.phase_boundary_extrapolation,evidence,limitation,TQS can invent a fictitious transition without phase-boundary data,NQSC084,2022,2022,results,main-11.tex:182-184,[redacted_for_public_release],The paper identifies a failure mode of interpolation across missing critical data.,high,false,false,""
APW084.future.general_purpose_tokens,evidence,future_work,Additional quantum operations can be encoded as transformer tokens,NQSC084,2022,2022,discussion,main-11.tex:224-225,[redacted_for_public_release],The paper proposes extending TQS toward a unified physics model with more tokenized operations.,high,false,false,""
APW090.paper,evidence,paper,A Self-Attention Ansatz for Ab-initio Quantum Chemistry,NQSC090,2022,2022,title,metadata:title,[redacted_for_public_release],Paper node for von Glehn Spencer and Pfau Psiformer study.,high,false,false,""
APW090.problem.no_attention_qm,evidence,problem,Self-attention had not been tested for computational quantum mechanics,NQSC090,2022,2022,introduction,main_revtex.tex:48-50,[redacted_for_public_release],The paper identifies an architecture gap for attention-based quantum wavefunctions.,high,false,false,""
APW090.problem.architecture_iterative_followups,evidence,problem,Neural quantum chemistry follow-up work mostly made iterative architecture improvements,NQSC090,2022,2022,introduction,main_revtex.tex:48,[redacted_for_public_release],The paper frames prior progress as applications and incremental architecture changes.,high,false,false,""
APW090.method.psiformer_self_attention,evidence,method,Psiformer uses self-attention layers in the wavefunction ansatz,NQSC090,2022,2022,psiformer method,main_revtex.tex:132-136,[redacted_for_public_release],The method replaces prior electron-interaction architecture with self-attention.,high,false,false,""
APW090.method.jastrow_cusp_correction,evidence,method,Psiformer adds a Jastrow factor for electron-electron cusps,NQSC090,2022,2022,psiformer method,main_revtex.tex:179-187,[redacted_for_public_release],The architecture combines self-attention with analytic cusp correction.,high,false,false,""
APW090.benchmark.large_molecules_atoms,evidence,benchmark,Atoms and molecules up to benzene dimer and carbon tetrachloride,NQSC090,2022,2022,experiments,main_revtex.tex:239-268,[redacted_for_public_release],The paper evaluates Psiformer on heavy atoms and large molecular systems.,high,false,false,""
APW090.result.psiformer_large_system_advantage,evidence,result_claim,Psiformer outperforms FermiNet more strongly as system size grows,NQSC090,2022,2022,experiments,main_revtex.tex:264-268,[redacted_for_public_release],The paper reports growing accuracy advantage on larger systems.,high,false,false,""
APW090.result.psiformer_benzene_dmc,evidence,result_claim,Psiformer reaches lower benzene-family absolute energies than prior baselines,NQSC090,2022,2022,experiments,main_revtex.tex:268-301,[redacted_for_public_release],The paper reports strong absolute-energy performance on benzene and benzene dimer.,high,false,false,""
APW090.limitation.relative_binding_not_solved,evidence,limitation,Psiformer absolute energy improves but binding-energy prediction remains future work,NQSC090,2022,2022,experiments,main_revtex.tex:303,[redacted_for_public_release],The paper cautions that relative binding energy was not settled.,high,false,false,""
APW090.future.attention_scaling,evidence,future_work,Scalable attention architectures and optimized implementations may extend Psiformer,NQSC090,2022,2022,discussion,main_revtex.tex:308,[redacted_for_public_release],The paper points to efficient attention and hardware software improvements for future scale.,high,false,false,""
APW153.paper,evidence,paper,Physics-informed Transformers for Electronic Quantum States,NQSC153,2024,2024,title,metadata:title,[redacted_for_public_release],Paper node for Sobral Perle and Scheurer physics-informed TQS study.,high,false,false,""
APW153.problem.basis_dependence_interpretability,evidence,problem,Autoregressive NQS performance depends on basis and often lacks physical interpretability,NQSC153,2024,2024,abstract,draft_1.tex:108-109,[redacted_for_public_release],The paper frames basis choice and interpretability as central NQS problems.,high,false,false,""
APW153.method.physics_informed_reference_basis,evidence,method,Choose an energetically motivated basis with a reference state,NQSC153,2024,2024,introduction,draft_1.tex:129,[redacted_for_public_release],The method defines HF and strong-coupling bases with a reference state.,high,false,false,""
APW153.method.alpha_reference_weight,evidence,method,Alpha parameter quantifies the reference-state contribution,NQSC153,2024,2024,general formalism,draft_1.tex:184-186,[redacted_for_public_release],The method uses alpha to measure closeness to the reference state.,high,false,false,""
APW153.method.transformer_corrections,evidence,method,Transformer autoregressively samples corrections to the reference state,NQSC153,2024,2024,general formalism,draft_1.tex:195-204,[redacted_for_public_release],The method lets the transformer model non-reference corrections in an autoregressive form.,high,false,false,""
APW153.benchmark.non_sparse_fermionic_mit,evidence,benchmark,Non-sparse fermionic model with a metal-insulator transition,NQSC153,2024,2024,model Hamiltonian,draft_1.tex:245-259,[redacted_for_public_release],The method is tested on a non-sparse fermionic model with HF and strong-coupling regimes.,high,false,false,""
APW153.result.hf_tqs_matches_ed,evidence,result_claim,HF-TQS tracks exact diagonalization and extends to larger inaccessible systems,NQSC153,2024,2024,results bases,draft_1.tex:276-284,[redacted_for_public_release],The paper reports accurate corrections to HF and scaling beyond ED sizes.,high,false,false,""
APW153.result.physical_basis_sampling_efficiency,evidence,result_claim,Physics-informed bases let TQS sample a small useful subset of Hilbert space,NQSC153,2024,2024,results bases,draft_1.tex:306-308,[redacted_for_public_release],The paper reports efficient sampling and excitation-class structure in natural bases.,high,false,false,""
APW153.interpretation.latent_physical_hierarchy,evidence,interpretation,Transformer hidden representations learn physical excitation hierarchy,NQSC153,2024,2024,observables and latent space,draft_1.tex:329-333,[redacted_for_public_release],The authors interpret latent-space structure as reflecting the physics-informed basis hierarchy.,high,false,false,""
APW153.limitation.critical_unique_states,evidence,limitation,Critical regimes require more unique sampled states and careful alpha learning,NQSC153,2024,2024,results bases,draft_1.tex:278-285,[redacted_for_public_release],The paper names unique-state capacity and alpha optimization as critical-region limitations.,high,false,false,""
APW153.future.more_hamiltonians_sr_symmetry,evidence,future_work,Extend physics-informed TQS to other Hamiltonians and improved optimization or symmetry,NQSC153,2024,2024,discussion,draft_1.tex:335-336,[redacted_for_public_release],The paper proposes broader Hamiltonian tests and SR symmetry or batch-sampling improvements.,high,false,false,""
HPM026.paper,evidence,paper,Fermionic neural-network states for ab-initio electronic structure,NQSC026,2019,2019,title,main.tex:81,[redacted_for_public_release],"Paper node for Choo, Mezzacapo, and Carleo fermionic NQS for ab-initio electronic structure.",high,false,false,""
HPM026.problem.fermionic_nqs_less_explored,evidence,problem,Fermionic NQS remains less explored than lattice spin NQS,NQSC026,2019,2019,introduction,main.tex:113,[redacted_for_public_release],The paper frames fermionic applications of NQS as underdeveloped relative to spin systems.,high,false,false,""
HPM026.method.fermion_to_spin_rbm,evidence,method,Map fermionic Hamiltonians to spin Hamiltonians and solve with RBM NQS,NQSC026,2019,2019,introduction,main.tex:115,[redacted_for_public_release],The method directly encodes electronic configurations by fermion-to-spin mappings and then applies spin-based NQS.,high,false,false,""
HPM026.benchmark.diatomic_minimal_basis,evidence,benchmark,Diatomic molecules in minimal Gaussian basis sets,NQSC026,2019,2019,introduction,main.tex:115,[redacted_for_public_release],The paper benchmarks on small molecules in minimal basis sets.,high,false,false,""
HPM026.result.chemical_accuracy,evidence,result_claim,RBM reaches chemical accuracy or better on model molecules,NQSC026,2019,2019,introduction,main.tex:115,[redacted_for_public_release],The paper reports chemical accuracy or better for the studied diatomic molecules.,high,false,false,""
HPM026.limitation.uniform_sampling_large_basis,evidence,limitation,Uniform Born sampling bottlenecks larger basis sets,NQSC026,2019,2019,sampling larger basis sets,main.tex:243,[redacted_for_public_release],The paper identifies inefficient uniform sampling as the most significant bottleneck for larger molecules and basis sets.,high,false,false,""
HPM026.future.alternative_sampling_deeper_networks,evidence,future_work,Develop alternative sampling and explore deeper neural architectures,NQSC026,2019,2019,outlook,main.tex:249,[redacted_for_public_release],"The outlook proposes alternatives to uniform sampling, deeper networks, and comparisons with other neural-network quantum chemistry methods.",high,false,false,""
HPM002.paper,evidence,paper,Neural network representation of tensor network and chiral states,NQSC002,2017,2017,title,neuron_prl.tex:16,[redacted_for_public_release],Paper node for Huang and Moore on NQS expressivity relative to tensor networks and chiral states.,high,false,false,""
HPM002.problem.working_principle,evidence,problem,Explain the working principle and representational power of neural network states,NQSC002,2017,2017,introduction,neuron_prl.tex:41,[redacted_for_public_release],The paper motivates a theoretical characterization of neural network representational power.,high,false,false,""
HPM002.method.tensor_to_nn_construction,evidence,method,Convert local tensor network states into local neural network states,NQSC002,2017,2017,introduction,neuron_prl.tex:43,[redacted_for_public_release],The paper constructs neural network representations of tensor network states.,high,false,false,""
HPM002.method.chiral_pwave_quasilocal,evidence,method,Construct a quasi-local neural network representation for a chiral p-wave superconductor,NQSC002,2017,2017,introduction,neuron_prl.tex:44,[redacted_for_public_release],The paper gives a physically relevant chiral topological example.,high,false,false,""
HPM002.result.tn_not_weaker,evidence,result_claim,Neural-network representational power is at least not weaker than tensor networks,NQSC002,2017,2017,introduction,neuron_prl.tex:46,[redacted_for_public_release],The paper states NQS can match tensor-network representational power.,high,false,false,""
HPM002.result.chiral_beyond_tn,evidence,result_claim,Neural networks may go beyond tensor networks for chiral topological states,NQSC002,2017,2017,introduction,neuron_prl.tex:46,[redacted_for_public_release],The chiral-state construction is interpreted as evidence NQS can exceed tensor-network capabilities.,high,false,false,""
HPM002.interpretation.promising_ansatz,evidence,interpretation,Representational results support neural networks as promising many-body ansatzes,NQSC002,2017,2017,introduction,neuron_prl.tex:46,[redacted_for_public_release],The paper interprets the two theoretical results as complementary evidence for NQS.,high,false,false,""
HPM003.paper,evidence,paper,Approximating quantum many-body wave-functions using artificial neural networks,NQSC003,2017,2017,title,machine3.tex:62,[redacted_for_public_release],Paper node for Cai and Liu feed-forward ANN wavefunction approximation.,high,false,false,""
HPM003.problem.efficient_wavefunction_representation,evidence,problem,Efficiently represent many-body wave functions beyond exponential Hilbert-space complexity,NQSC003,2017,2017,introduction,machine3.tex:83,[redacted_for_public_release],The paper frames efficient many-body wavefunction representation as a central challenge.,high,false,false,""
HPM003.problem.sign_problem_nonsmooth,evidence,problem,Sign-changing wave functions are difficult for simple ANNs,NQSC003,2017,2017,introduction,machine3.tex:98,[redacted_for_public_release],The paper identifies sign-changing characteristic functions as a key difficulty for ANN wavefunction learning.,high,false,false,""
HPM003.method.feedforward_ann,evidence,method,Fully connected feed-forward ANN for many-body wavefunction coefficients,NQSC003,2017,2017,methods,machine3.tex:103-112,[redacted_for_public_release],The method uses a multilayer feed-forward network to approximate wavefunction coefficients.,high,false,false,""
HPM003.method.sign_amplitude_split,evidence,method,Separate amplitude and sign learning with modified sign ANN,NQSC003,2017,2017,non positive definite wave functions,machine3.tex:143-147,[redacted_for_public_release],The paper handles sign structure by splitting amplitude and sign tasks.,high,false,false,""
HPM003.benchmark.free_and_j1j2,evidence,benchmark,Free bosons/fermions and frustrated J1-J2 Heisenberg models,NQSC003,2017,2017,abstract,machine3.tex:75,[redacted_for_public_release],The paper benchmarks both simple free-particle systems and frustrated quantum magnetism.,high,false,false,""
HPM003.result.j1j2_variational_precision,evidence,result_claim,ANN variational calculation reaches about 1e-3 energy precision for 1D J1-J2,NQSC003,2017,2017,variational results,machine3.tex:176-177,[redacted_for_public_release],The paper reports milliscale excess-energy precision in a 1D J1-J2 variational calculation.,high,false,false,""
HPM003.future.systematic_architecture_understanding,evidence,future_work,"Develop symmetry, CNN architectures, and systematic understanding of validity and limits",NQSC003,2017,2017,conclusion and outlook,machine3.tex:185-187,[redacted_for_public_release],"The outlook calls for Hamiltonian symmetries, advanced architectures, and systematic understanding.",high,false,false,""
HPM030.paper,evidence,paper,Quantum many-body dynamics in two dimensions with artificial neural networks,NQSC030,2020,2020,title,main.tex:27,[redacted_for_public_release],Paper node for Schmitt and Heyl on 2D real-time dynamics with ANN wavefunctions.,high,false,false,""
HPM030.problem.2d_dynamics_limit,evidence,problem,2D nonequilibrium quantum dynamics is severely limited by existing methods,NQSC030,2020,2020,introduction,main.tex:54-58,[redacted_for_public_release],The paper motivates 2D real-time dynamics as a difficult frontier for theory.,high,false,false,""
HPM030.problem.noisy_tdvp_instability,evidence,problem,Noisy TDVP estimates create prohibitive numerical instabilities,NQSC030,2020,2020,introduction,main.tex:70-71,[redacted_for_public_release],The paper identifies numerical instability in real-time ANN evolution as a key obstacle.,high,false,false,""
HPM030.method.cnn_noisy_tdvp,evidence,method,CNN wavefunction plus SNR-based noisy-TDVP regularization,NQSC030,2020,2020,training and noisy TDVP,main.tex:147-148,[redacted_for_public_release],The method stabilizes TDVP by discarding noisy components and uses CNN architectures.,high,false,false,""
HPM030.benchmark.2d_tfi_quenches,evidence,benchmark,2D transverse-field Ising model quenches,NQSC030,2020,2020,transverse-field Ising model,main.tex:181-188,[redacted_for_public_release],The paper evaluates dynamics of the 2D transverse-field Ising model.,high,false,false,""
HPM030.result.exceed_ipeps_timescale,evidence,result_claim,ANN dynamics matches or exceeds iPEPS timescales for local observables,NQSC030,2020,2020,quench from paramagnetic initial condition,main.tex:227-230,[redacted_for_public_release],The paper reports agreement with iPEPS and longer reachable times in finite 2D systems.,high,false,false,""
HPM030.interpretation.expressivity_not_limit,evidence,interpretation,Network expressivity is not the limiting factor in reached simulations,NQSC030,2020,2020,introduction,main.tex:83,[redacted_for_public_release],The paper interprets the bottleneck as not currently due to ANN expressivity.,high,false,false,""
HPM030.future.long_range_no_translation,evidence,future_work,Extend dynamics to long-range and non-translation-invariant systems,NQSC030,2020,2020,discussion,main.tex:242-243,[redacted_for_public_release],The discussion proposes extensions to longer-ranged and non-translationally invariant systems.,high,false,false,""
HPM083.paper,evidence,paper,Supplementing RNN Wave Functions with Symmetry and Annealing to Improve Accuracy,NQSC083,2022,2022,title,main.tex:44,[redacted_for_public_release],"Paper node for Hibat-Allah, Melko, and Carrasquilla on RNN symmetry and annealing.",high,false,false,""
HPM083.problem.frustrated_sign_problem,evidence,problem,Frustrated quantum systems remain challenging because of the sign problem,NQSC083,2022,2022,introduction,main.tex:73,[redacted_for_public_release],The paper motivates frustrated systems as difficult for neural quantum states.,high,false,false,""
HPM083.method.2d_crnn_symmetry,evidence,method,2D complex RNN wavefunction with U(1) and lattice symmetries,NQSC083,2022,2022,methods,main.tex:83-111,[redacted_for_public_release],The method uses complex 2D RNN wavefunctions and incorporates symmetries.,high,false,false,""
HPM083.method.annealing,evidence,method,Variational annealing with pseudo-entropy to overcome local minima,NQSC083,2022,2022,variational annealing,main.tex:123-125,[redacted_for_public_release],The method adds a pseudo-temperature/entropy term to VMC optimization.,high,false,false,""
HPM083.benchmark.square_triangular_heisenberg,evidence,benchmark,Square and triangular 2D Heisenberg models,NQSC083,2022,2022,results,main.tex:143-147,[redacted_for_public_release],The paper benchmarks on square and triangular Heisenberg models.,high,false,false,""
HPM083.result.symmetry_improves_square,evidence,result_claim,Encoding more symmetries improves square-lattice ground-state energy,NQSC083,2022,2022,square lattice results,main.tex:151-155,[redacted_for_public_release],The paper reports improved accuracy from symmetry enforcement on the square lattice.,high,false,false,""
HPM083.result.beats_dmrg_triangular,evidence,result_claim,RNN with annealing beats DMRG on large triangular lattices,NQSC083,2022,2022,triangular lattice results,main.tex:176-178,[redacted_for_public_release],The paper reports better variational energy than DMRG for system sizes at least 14 by 14.,high,false,false,""
HPM083.interpretation.symmetry_annealing_tool,evidence,interpretation,Symmetry and annealing make RNNs competitive for frustrated systems,NQSC083,2022,2022,conclusion,main.tex:190-191,[redacted_for_public_release],The conclusion interprets symmetry and annealing as key accuracy improvements.,high,false,false,""
HPM007.paper,evidence,paper,Constructing exact representations of quantum many-body systems with deep neural networks,NQSC007,2018,2018,title,dbm_arxiv.tex:48-49,[redacted_for_public_release],"Paper node for Carleo, Nomura, and Imada DBM exact construction.",high,false,false,""
HPM007.problem.alternative_classical_representations,evidence,problem,Find alternative efficient classical representations of quantum states,NQSC007,2018,2018,introduction,dbm_arxiv.tex:121-125,[redacted_for_public_release],The paper motivates new classical representations for challenging many-body problems.,high,false,false,""
HPM007.problem.shallow_rbm_limit,evidence,problem,Shallow RBMs are not guaranteed to efficiently describe the most general quantum states,NQSC007,2018,2018,introduction,dbm_arxiv.tex:132-138,[redacted_for_public_release],The paper frames depth as a missing ingredient beyond shallow RBM states.,high,false,false,""
HPM007.method.dbm_imag_time,evidence,method,Deterministic DBM construction reproducing imaginary-time evolution,NQSC007,2018,2018,abstract,dbm_arxiv.tex:69-77,[redacted_for_public_release],The method constructs DBM representations through imaginary-time evolution.,high,false,false,""
HPM007.benchmark.tfi_heisenberg,evidence,benchmark,Transverse-field Ising and Heisenberg models,NQSC007,2018,2018,abstract,dbm_arxiv.tex:82-83,[redacted_for_public_release],The paper implements examples for TFI and Heisenberg models.,high,false,false,""
HPM007.result.exact_deterministic,evidence,result_claim,Compact exact network representations are obtained without stochastic optimization,NQSC007,2018,2018,abstract,dbm_arxiv.tex:75-78,[redacted_for_public_release],The paper reports deterministic exact DBM constructions.,high,false,false,""
HPM007.interpretation.deep_layer_extra_dimension,evidence,interpretation,The deep hidden layer plays a role like an extra statistical-mechanics dimension,NQSC007,2018,2018,discussion,dbm_arxiv.tex:578-584,[redacted_for_public_release],The discussion interprets the DBM deep layer as analogous to an extra dimension.,high,false,false,""
HPM007.future.improve_rbm,evidence,future_work,Use DBM schemes to systematically improve existing RBM variational results,NQSC007,2018,2018,discussion,dbm_arxiv.tex:586-590,[redacted_for_public_release],The paper proposes DBM schemes as a route to improve shallow RBM results.,high,false,false,""
HPM010.paper,evidence,paper,Local-measurement-based quantum state tomography via neural networks,NQSC010,2018,2018,title,main-2019-v1.tex:84,[redacted_for_public_release],Paper node for neural-network local-measurement quantum state tomography.,high,false,false,""
HPM010.problem.qst_exponential_resources,evidence,problem,Full quantum state tomography requires exponential resources,NQSC010,2018,2018,introduction,main-2019-v1.tex:135,[redacted_for_public_release],The paper frames full QST as exponentially expensive.,high,false,false,""
HPM010.problem.rdm_reconstruction_hard,evidence,problem,Reconstructing the full state from local RDMs is computationally hard,NQSC010,2018,2018,introduction,main-2019-v1.tex:143,[redacted_for_public_release],The paper identifies local-information reconstruction as the obstacle.,high,false,false,""
HPM010.method.local_measurement_nn,evidence,method,Feed-forward neural network maps local measurements to Hamiltonian and ground state,NQSC010,2018,2018,introduction,main-2019-v1.tex:146-158,[redacted_for_public_release],The method turns local-measurement tomography into supervised regression.,high,false,false,""
HPM010.benchmark.four_seven_nmr,evidence,benchmark,4-qubit and 7-qubit local Hamiltonian ground states plus 4-qubit NMR experiment,NQSC010,2018,2018,introduction,main-2019-v1.tex:158,[redacted_for_public_release],The paper evaluates simulations up to seven qubits and an NMR experiment.,high,false,false,""
HPM010.result.nmr_high_fidelity,evidence,result_claim,Experimental 4-qubit states reconstructed from 2-RDMs with high fidelity,NQSC010,2018,2018,experiment,main-2019-v1.tex:264,[redacted_for_public_release],The paper reports high-fidelity reconstruction from experimental 2-RDMs.,high,false,false,""
HPM010.limitation.excited_states_unstable,evidence,limitation,Excited states are not close under the same reverse-engineering approach,NQSC010,2018,2018,discussion,main-2019-v1.tex:428,[redacted_for_public_release],The discussion notes that excited-state recovery is harder than ground-state recovery.,high,false,false,""
HPM010.future.noise_cnn_resnet,evidence,future_work,Use more sophisticated networks or noise-augmented data,NQSC010,2018,2018,discussion,main-2019-v1.tex:428,[redacted_for_public_release],The paper proposes CNN/ResNet style models and noise-augmented training as future extensions.,high,false,false,""
HPM011.paper,evidence,paper,Backflow Transformations via Neural Networks for Quantum Many-Body Wave-Functions,NQSC011,2018,2018,title,main.tex:47,[redacted_for_public_release],Paper node for Luo and Clark neural network backflow.,high,false,false,""
HPM011.problem.fermion_ground_state,evidence,problem,Accurate fermionic ground-state wavefunctions remain a major challenge,NQSC011,2018,2018,abstract,main.tex:58,[redacted_for_public_release],The paper frames accurate ground-state wavefunctions as a major many-body challenge.,high,false,false,""
HPM011.problem.mean_field_sign_constraint,evidence,problem,RBM-as-correlator can remain restricted by mean-field sign structure,NQSC011,2018,2018,introduction,main.tex:67,[redacted_for_public_release],The paper identifies fixed mean-field sign structure as a bottleneck.,high,false,false,""
HPM011.method.nn_backflow,evidence,method,Neural network backflow modifies single-particle orbitals configuration-dependently,NQSC011,2018,2018,neural network backflow,main.tex:95-99,[redacted_for_public_release],The method uses a feed-forward network to implement configuration-dependent backflow.,high,false,false,""
HPM011.benchmark.hubbard_kagome,evidence,benchmark,Doped Hubbard models and kagome Heisenberg benchmark,NQSC011,2018,2018,results,main.tex:149-150,[redacted_for_public_release],The paper benchmarks NNB on Hubbard systems and a kagome Heisenberg model.,high,false,false,""
HPM011.result.lower_error_symmetry,evidence,result_claim,NNB lowers energy error and restores symmetries,NQSC011,2018,2018,abstract,main.tex:58,[redacted_for_public_release],The paper reports improved errors and more symmetric observables/orbitals.,high,false,false,""
HPM011.interpretation.alter_sign_structure,evidence,interpretation,NNB directly changes sign structure while retaining mean-field physics,NQSC011,2018,2018,introduction,main.tex:75,[redacted_for_public_release],The paper interprets NNB as combining neural flexibility with a mean-field prior.,high,false,false,""
HPM011.future.generalize_spin_continuum,evidence,future_work,Generalize NNB to frustrated spin systems and continuum fermions,NQSC011,2018,2018,conclusion,main.tex:187,[redacted_for_public_release],The conclusion proposes extending NNB beyond lattice fermions.,high,false,false,""
HPM037.paper,evidence,paper,VMC calculations of A<=4 nuclei with an artificial neural-network correlator ansatz,NQSC037,2020,2020,title,main.tex:26,[redacted_for_public_release],Paper node for ANN correlator ansatz in light nuclei.,high,false,false,""
HPM037.problem.nuclear_scaling,evidence,problem,Spin-isospin Jastrow correlations scale exponentially with nucleon number,NQSC037,2020,2020,introduction,main.tex:56,[redacted_for_public_release],The paper motivates polynomial-scaling nuclear wavefunctions.,high,false,false,""
HPM037.method.deep_sets_correlator,evidence,method,Permutation-invariant Deep Sets ANN spin-isospin correlator,NQSC037,2020,2020,variational wave function,main.tex:95-100,[redacted_for_public_release],The method uses Deep Sets to build permutation-invariant ANN correlators.,high,false,false,""
HPM037.benchmark.light_nuclei,evidence,benchmark,A<=4 nuclei with leading-order pionless EFT Hamiltonian,NQSC037,2020,2020,introduction,main.tex:63,[redacted_for_public_release],The paper evaluates light nuclei with LO pionless EFT interactions.,high,false,false,""
HPM037.result.outperforms_jastrow,evidence,result_claim,ANN wavefunctions outperform two- and three-body Jastrow parametrizations,NQSC037,2020,2020,results and discussion,main.tex:160-166,[redacted_for_public_release],The paper reports improved VMC energies over Jastrow baselines.,high,false,false,""
HPM037.interpretation.polynomial_scaling,evidence,interpretation,ANN correlators capture most nuclear correlations with favorable scaling,NQSC037,2020,2020,conclusions,main.tex:184,[redacted_for_public_release],The paper interprets the ANN ansatz as capturing most correlations with polynomial scaling.,high,false,false,""
HPM037.limitation.missing_spin_isospin,evidence,limitation,Remaining GFMC gap comes from missing spin-isospin dependent correlations,NQSC037,2020,2020,results and discussion,main.tex:164-166,[redacted_for_public_release],The paper identifies missing spin-isospin correlations as the residual source of error.,high,false,false,""
HPM037.future.spin_backflow_medium_mass,evidence,future_work,Add spin-dependent backflow correlations and move toward medium-mass nuclei,NQSC037,2020,2020,conclusions,main.tex:184,[redacted_for_public_release],The paper proposes spin-dependent backflow as a route to accurate medium-mass nuclear QMC.,high,false,false,""
HPM059.paper,evidence,paper,Determinant-free fermionic wave function using feed-forward neural networks,NQSC059,2021,2021,title,main.tex:35-36,[redacted_for_public_release],Paper node for determinant-free fermionic FCNN wavefunctions.,high,false,false,""
HPM059.problem.det_bottleneck,evidence,problem,Slater determinant/Pfaffian sign implementation creates O(N^3) bottleneck,NQSC059,2021,2021,abstract,main.tex:47,[redacted_for_public_release],The paper motivates removing determinant/Pfaffian cost from fermionic NQS.,high,false,false,""
HPM059.problem.fermionic_sign_difficulty,evidence,problem,Fermionic and frustrated systems are difficult because of complicated sign structures,NQSC059,2021,2021,introduction,main.tex:80-84,[redacted_for_public_release],The paper frames sign structure as a difficulty for fermionic and frustrated systems.,high,false,false,""
HPM059.method.exchange_sign_fcnn,evidence,method,Explicit real-space exchange signs plus FCNN amplitude/rest wavefunction,NQSC059,2021,2021,introduction,main.tex:87-89,[redacted_for_public_release],The method calculates fermionic exchange signs explicitly and uses FCNNs for the remaining wavefunction.,high,false,false,""
HPM059.method.variance_reweighting_symmetry,evidence,method,"Variance loss, reweighting, representative states, and Gutzwiller-Jastrow NN improvements",NQSC059,2021,2021,introduction,main.tex:90-95,[redacted_for_public_release],The paper adds optimization and symmetry-related improvements to stabilize determinant-free training.,high,false,false,""
