edge_id,graph_layer,source_node_id,target_node_id,relation_type,evidence_paper_id,evidence_year,visible_year,evidence_source_type,evidence_location,evidence_quote,confidence,is_inferred,needs_human_check,notes
CITE.NQSC037.NQSC016,citation,HPM037.paper,OPW016.paper,paper_cites_paper,NQSC037,2020,2020,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:323,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC016
CITE.NQSC037.NQSC026,citation,HPM037.paper,HPM026.paper,paper_cites_paper,NQSC037,2020,2020,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:399,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC037.NQSC024,citation,HPM037.paper,CSSA024.paper,paper_cites_paper,NQSC037,2020,2020,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:378,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC024
CITE.NQSC037.NQSC025,citation,HPM037.paper,CSSA025.paper,paper_cites_paper,NQSC037,2020,2020,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:391,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC025
CITE.NQSC037.NQSC015,citation,HPM037.paper,DTO015.paper,paper_cites_paper,NQSC037,2020,2020,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:348,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC015
CITE.NQSC117.NQSC085,citation,HPM117.paper,OPW085.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:313,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC085
CITE.NQSC117.NQSC001,citation,HPM117.paper,APW001.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:103,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC001
CITE.NQSC117.NQSC034,citation,HPM117.paper,APW034.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:236,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC117.NQSC060,citation,HPM117.paper,APW060.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:298,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC060
CITE.NQSC117.NQSC026,citation,HPM117.paper,HPM026.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:469,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC117.NQSC003,citation,HPM117.paper,HPM003.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:194,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC003
CITE.NQSC117.NQSC007,citation,HPM117.paper,HPM007.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:114,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC007
CITE.NQSC117.NQSC013,citation,HPM117.paper,DTO013.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:142,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC117.NQSC015,citation,HPM117.paper,DTO015.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:152,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC015
CITE.NQSC117.NQSC077,citation,HPM117.paper,DTO077.paper,paper_cites_paper,NQSC117,2023,2023,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:129,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC129.NQSC090,citation,HPM129.paper,APW090.paper,paper_cites_paper,NQSC129,2024,2024,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2403.05249/main.bbl:233,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC090
CITE.NQSC129.NQSC051,citation,HPM129.paper,CSSA051.paper,paper_cites_paper,NQSC129,2024,2024,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2403.05249/main.bbl:241,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC051
CITE.NQSC129.NQSC106,citation,HPM129.paper,NQSC106.paper,paper_cites_paper,NQSC129,2024,2024,reference_list,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2403.05249/main.bbl:150,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC106
CITE.NQSC024.NQSC004,citation,CSSA024.paper,FWP004.paper,paper_cites_paper,NQSC024,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/references.tex:43,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC024.NQSC016,citation,CSSA024.paper,OPW016.paper,paper_cites_paper,NQSC024,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/references.tex:41,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC016
CITE.NQSC024.NQSC026,citation,CSSA024.paper,HPM026.paper,paper_cites_paper,NQSC024,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/main.bbl:852,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC026
CITE.NQSC024.NQSC011,citation,CSSA024.paper,HPM011.paper,paper_cites_paper,NQSC024,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/references.tex:47,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC024.NQSC025,citation,CSSA024.paper,CSSA025.paper,paper_cites_paper,NQSC024,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/main.bbl:844,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC025
CITE.NQSC025.NQSC026,citation,CSSA025.paper,HPM026.paper,paper_cites_paper,NQSC025,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.08423/preprint.bbl:88,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC025.NQSC011,citation,CSSA025.paper,HPM011.paper,paper_cites_paper,NQSC025,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.08423/preprint.bbl:176,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC025.NQSC024,citation,CSSA025.paper,CSSA024.paper,paper_cites_paper,NQSC025,2019,2019,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.08423/preprint.bbl:221,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC024
CITE.NQSC045.NQSC004,citation,CSS045.paper,FWP004.paper,paper_cites_paper,NQSC045,2020,2020,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2011.02986v2/citation_backfill_thebibliography.bbl:17,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC045.NQSC043,citation,CSS045.paper,FWP043.paper,paper_cites_paper,NQSC045,2020,2020,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2011.02986v2/citation_backfill_thebibliography.bbl:21,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC043
CITE.NQSC045.NQSC011,citation,CSS045.paper,HPM011.paper,paper_cites_paper,NQSC045,2020,2020,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2011.02986v2/citation_backfill_thebibliography.bbl:8,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC051.NQSC024,citation,CSSA051.paper,CSSA024.paper,paper_cites_paper,NQSC051,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2103.12570v2/main.bbl:118,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC024
CITE.NQSC051.NQSC025,citation,CSSA051.paper,CSSA025.paper,paper_cites_paper,NQSC051,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2103.12570v2/main.bbl:139,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC025
CITE.NQSC069.NQSC004,citation,NQSC069.paper,FWP004.paper,paper_cites_paper,NQSC069,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:70,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC069.NQSC016,citation,NQSC069.paper,OPW016.paper,paper_cites_paper,NQSC069,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:92,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC016
CITE.NQSC069.NQSC026,citation,NQSC069.paper,HPM026.paper,paper_cites_paper,NQSC069,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:165,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC069.NQSC011,citation,NQSC069.paper,HPM011.paper,paper_cites_paper,NQSC069,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:101,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC071.NQSC024,citation,NQSC071.paper,CSSA024.paper,paper_cites_paper,NQSC071,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.11957v1/DeepSets.bbl:261,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC024
CITE.NQSC071.NQSC025,citation,NQSC071.paper,CSSA025.paper,paper_cites_paper,NQSC071,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.11957v1/DeepSets.bbl:272,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC025
CITE.NQSC071.NQSC051,citation,NQSC071.paper,CSSA051.paper,paper_cites_paper,NQSC071,2021,2021,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.11957v1/DeepSets.bbl:304,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC051
CITE.NQSC080.NQSC026,citation,CSS080.paper,HPM026.paper,paper_cites_paper,NQSC080,2022,2022,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:356,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC080.NQSC037,citation,CSS080.paper,HPM037.paper,paper_cites_paper,NQSC080,2022,2022,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:429,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC037
CITE.NQSC080.NQSC024,citation,CSS080.paper,CSSA024.paper,paper_cites_paper,NQSC080,2022,2022,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:389,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC024
CITE.NQSC080.NQSC071,citation,CSS080.paper,NQSC071.paper,paper_cites_paper,NQSC080,2022,2022,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:538,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC071
CITE.NQSC106.NQSC021,citation,NQSC106.paper,FWP021.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:73,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC021
CITE.NQSC106.NQSC034,citation,NQSC106.paper,APW034.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:76,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC106.NQSC090,citation,NQSC106.paper,APW090.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:186,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC090
CITE.NQSC106.NQSC026,citation,NQSC106.paper,HPM026.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:97,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC106.NQSC011,citation,NQSC106.paper,HPM011.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:94,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC106.NQSC037,citation,NQSC106.paper,HPM037.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:121,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC037
CITE.NQSC106.NQSC071,citation,NQSC106.paper,NQSC071.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:112,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC071
CITE.NQSC106.NQSC080,citation,NQSC106.paper,CSS080.paper,paper_cites_paper,NQSC106,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:127,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC080
CITE.NQSC120.NQSC004,citation,NQSC120.paper,FWP004.paper,paper_cites_paper,NQSC120,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:230,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC120.NQSC021,citation,NQSC120.paper,FWP021.paper,paper_cites_paper,NQSC120,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:255,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC021
CITE.NQSC120.NQSC026,citation,NQSC120.paper,HPM026.paper,paper_cites_paper,NQSC120,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:149,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC120.NQSC011,citation,NQSC120.paper,HPM011.paper,paper_cites_paper,NQSC120,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:170,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC120.NQSC059,citation,NQSC120.paper,HPM059.paper,paper_cites_paper,NQSC120,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:217,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC059
CITE.NQSC120.NQSC080,citation,NQSC120.paper,CSS080.paper,paper_cites_paper,NQSC120,2023,2023,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2311.09450v4/main.bbl:138,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC080
CITE.NQSC127.NQSC004,citation,NQSC127.paper.01,FWP004.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:209,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC127.NQSC047,citation,NQSC127.paper.01,FWP047.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:654,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC047
CITE.NQSC127.NQSC078,citation,NQSC127.paper.01,FWP078.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:180,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC078
CITE.NQSC127.NQSC028,citation,NQSC127.paper.01,OPW028.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:138,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC028
CITE.NQSC127.NQSC085,citation,NQSC127.paper.01,OPW085.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:1000,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC085
CITE.NQSC127.NQSC001,citation,NQSC127.paper.01,APW001.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:57,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC001
CITE.NQSC127.NQSC034,citation,NQSC127.paper.01,APW034.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:457,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC127.NQSC060,citation,NQSC127.paper.01,APW060.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:447,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC060
CITE.NQSC127.NQSC090,citation,NQSC127.paper.01,APW090.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:837,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC090
CITE.NQSC127.NQSC026,citation,NQSC127.paper.01,HPM026.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:953,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC127.NQSC002,citation,NQSC127.paper.01,HPM002.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:786,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC002
CITE.NQSC127.NQSC030,citation,NQSC127.paper.01,HPM030.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:269,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC127.NQSC083,citation,NQSC127.paper.01,HPM083.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:723,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC083
CITE.NQSC127.NQSC011,citation,NQSC127.paper.01,HPM011.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:219,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC127.NQSC037,citation,NQSC127.paper.01,HPM037.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:908,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC037
CITE.NQSC127.NQSC059,citation,NQSC127.paper.01,HPM059.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:1009,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC059
CITE.NQSC127.NQSC117,citation,NQSC127.paper.01,HPM117.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:774,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC117
CITE.NQSC127.NQSC071,citation,NQSC127.paper.01,NQSC071.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:682,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC071
CITE.NQSC127.NQSC080,citation,NQSC127.paper.01,CSS080.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:871,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC080
CITE.NQSC127.NQSC106,citation,NQSC127.paper.01,NQSC106.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:855,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC106
CITE.NQSC127.NQSC031,citation,NQSC127.paper.01,DTO031.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:287,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC031
CITE.NQSC127.NQSC077,citation,NQSC127.paper.01,DTO077.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:312,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC127.NQSC099,citation,NQSC127.paper.01,DTO099.paper,paper_cites_paper,NQSC127,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:1467,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC099
CITE.NQSC145.NQSC085,citation,CSSA145.paper,OPW085.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:309,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC085
CITE.NQSC145.NQSC109,citation,CSSA145.paper,OPW109.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:324,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC109
CITE.NQSC145.NQSC034,citation,CSSA145.paper,APW034.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:136,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC145.NQSC060,citation,CSSA145.paper,APW060.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:297,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC060
CITE.NQSC145.NQSC026,citation,CSSA145.paper,HPM026.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:598,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC145.NQSC030,citation,CSSA145.paper,HPM030.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:367,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC145.NQSC011,citation,CSSA145.paper,HPM011.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:884,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC145.NQSC037,citation,CSSA145.paper,HPM037.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:199,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC037
CITE.NQSC145.NQSC117,citation,CSSA145.paper,HPM117.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:341,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC117
CITE.NQSC145.NQSC080,citation,CSSA145.paper,CSS080.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:212,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC080
CITE.NQSC145.NQSC127,citation,CSSA145.paper,NQSC127.paper.01,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:70,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC127
CITE.NQSC145.NQSC015,citation,CSSA145.paper,DTO015.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:486,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC015
CITE.NQSC145.NQSC077,citation,CSSA145.paper,DTO077.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:539,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC145.NQSC099,citation,CSSA145.paper,DTO099.paper,paper_cites_paper,NQSC145,2024,2024,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:422,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC099
